人类基因	小鼠基因	提取状态
ENSG00000261804	ENSMUSG00000109863	成功
ENSG00000247011	ENSMUSG00000109265	成功
ENSG00000253238	ENSMUSG00000097365	成功
ENSG00000267727	ENSMUSG00000108575	成功
ENSG00000225986	ENSMUSG00000046109	成功
ENSG00000251642	ENSMUSG00000105352	成功
ENSG00000251183	ENSMUSG00000085719	成功
ENSG00000234091	ENSMUSG00000086874	成功
ENSG00000230074	ENSMUSG00000091542	成功
ENSG00000276241	ENSMUSG00000051832	成功
ENSG00000266970	ENSMUSG00000086902	成功
ENSG00000241202	ENSMUSG00000102803	成功
ENSG00000282836	ENSMUSG00000102868	成功
ENSG00000223716	ENSMUSG00000085305	成功
ENSG00000248964	ENSMUSG00000100605	成功
ENSG00000255871	ENSMUSG00000107675	成功
ENSG00000261420	ENSMUSG00000097796	成功
ENSG00000224276	ENSMUSG00000103115	成功
ENSG00000262999	ENSMUSG00000096959	成功
ENSG00000235204	ENSMUSG00000108210	成功
ENSG00000277597	ENSMUSG00000085088	成功
ENSG00000280920	ENSMUSG00000104323	成功
ENSG00000247728	ENSMUSG00000108384	成功
ENSG00000282265	ENSMUSG00000104507	成功
ENSG00000255448	ENSMUSG00000110272	成功
ENSG00000254497	ENSMUSG00000087559	成功
ENSG00000283411	ENSMUSG00000102875	成功
ENSG00000228536	ENSMUSG00000102790	成功
ENSG00000229989	ENSMUSG00000104112	成功
ENSG00000249348	ENSMUSG00000106696	成功
ENSG00000249407	ENSMUSG00000103657	成功
ENSG00000259644	ENSMUSG00000108587	成功
ENSG00000259676	ENSMUSG00000108387	成功
ENSG00000232245	ENSMUSG00000086940	成功
ENSG00000253553	ENSMUSG00000085478	成功
ENSG00000274670	ENSMUSG00000105161	成功
ENSG00000249513	ENSMUSG00000103477	成功
ENSG00000229699	ENSMUSG00000104791	成功
ENSG00000250195	ENSMUSG00000102614	成功
ENSG00000279005	ENSMUSG00000106969	成功
ENSG00000253490	ENSMUSG00000109819	成功
ENSG00000281491	ENSMUSG00000096327	成功
ENSG00000225028	ENSMUSG00000085323	成功
ENSG00000237380	ENSMUSG00000052371	成功
ENSG00000274204	ENSMUSG00000109127	成功
ENSG00000283405	ENSMUSG00000085796	成功
ENSG00000262151	ENSMUSG00000087384	成功
ENSG00000253682	ENSMUSG00000086227	成功
ENSG00000233835	ENSMUSG00000100155	成功
ENSG00000228853	ENSMUSG00000104696	成功
ENSG00000272910	ENSMUSG00000104231	成功
ENSG00000248101	ENSMUSG00000109102	成功
ENSG00000279725	ENSMUSG00000100717	成功
ENSG00000261426	ENSMUSG00000108597	成功
ENSG00000276571	ENSMUSG00000108979	成功
ENSG00000280936	ENSMUSG00000087293	成功
ENSG00000280076	ENSMUSG00000108383	成功
ENSG00000279507	ENSMUSG00000108049	成功
ENSG00000259088	ENSMUSG00000090327	成功
ENSG00000271973	ENSMUSG00000103811	成功
ENSG00000254429	ENSMUSG00000053360	成功
ENSG00000253695	ENSMUSG00000087652	成功
ENSG00000232080	ENSMUSG00000098197	成功
ENSG00000249309	ENSMUSG00000103261	成功
ENSG00000255206	ENSMUSG00000103448	成功
ENSG00000230843	ENSMUSG00000087100	成功
ENSG00000235736	ENSMUSG00000103383	成功
ENSG00000268603	ENSMUSG00000085653	成功
ENSG00000257530	ENSMUSG00000107526	成功
ENSG00000227421	ENSMUSG00000102500	成功
ENSG00000251173	ENSMUSG00000107091	成功
ENSG00000256064	ENSMUSG00000105483	成功
ENSG00000278997	ENSMUSG00000085701	成功
ENSG00000262714	ENSMUSG00000110377	成功
ENSG00000273890	ENSMUSG00000097691	成功
ENSG00000267882	ENSMUSG00000086820	成功
ENSG00000236451	ENSMUSG00000100827	成功
ENSG00000268201	ENSMUSG00000109594	成功
ENSG00000225579	ENSMUSG00000104311	成功
ENSG00000261161	ENSMUSG00000103830	成功
ENSG00000267405	ENSMUSG00000085594	成功
ENSG00000215244	ENSMUSG00000103321	成功
ENSG00000248206	ENSMUSG00000097922	成功
ENSG00000271825	ENSMUSG00000087222	成功
ENSG00000272750	ENSMUSG00000103451	成功
ENSG00000249706	ENSMUSG00000100936	成功
ENSG00000247137	ENSMUSG00000109574	成功
ENSG00000271167	ENSMUSG00000096922	成功
ENSG00000267760	ENSMUSG00000093540	成功
ENSG00000255311	ENSMUSG00000108819	成功
ENSG00000261045	ENSMUSG00000108524	成功
ENSG00000227634	ENSMUSG00000085213	成功
ENSG00000231294	ENSMUSG00000103382	成功
ENSG00000277589	ENSMUSG00000051832	成功
ENSG00000248942	ENSMUSG00000078952	成功
ENSG00000280121	ENSMUSG00000110052	成功
ENSG00000203601	ENSMUSG00000102761	成功
ENSG00000280417	ENSMUSG00000087653	成功
ENSG00000273257	ENSMUSG00000106756	成功
ENSG00000277829	ENSMUSG00000100992	成功
ENSG00000267378	ENSMUSG00000108434	成功
ENSG00000279877	ENSMUSG00000101481	成功
ENSG00000267131	ENSMUSG00000085514	成功
ENSG00000256499	ENSMUSG00000107750	成功
ENSG00000249267	ENSMUSG00000106644	成功
ENSG00000270061	ENSMUSG00000105583	成功
ENSG00000255021	ENSMUSG00000108784	成功
ENSG00000260132	ENSMUSG00000090101	成功
ENSG00000225548	ENSMUSG00000098161	成功
ENSG00000278879	ENSMUSG00000085095	成功
ENSG00000227094	ENSMUSG00000044306	成功
ENSG00000253939	ENSMUSG00000109237	成功
ENSG00000279460	ENSMUSG00000110035	成功
ENSG00000273143	ENSMUSG00000089679	成功
ENSG00000255745	ENSMUSG00000085785	成功
ENSG00000279652	ENSMUSG00000097267	成功
ENSG00000228939	ENSMUSG00000102133	成功
ENSG00000251620	ENSMUSG00000106505	成功
ENSG00000267298	ENSMUSG00000109080	成功
ENSG00000278959	ENSMUSG00000107564	成功
ENSG00000261696	ENSMUSG00000086074	成功
ENSG00000278472	ENSMUSG00000085448	成功
ENSG00000251642	ENSMUSG00000106566	成功
ENSG00000253849	ENSMUSG00000103884	成功
ENSG00000231104	ENSMUSG00000100119	成功
ENSG00000270059	ENSMUSG00000107848	成功
ENSG00000261763	ENSMUSG00000103579	成功
ENSG00000249035	ENSMUSG00000086460	成功
ENSG00000277245	ENSMUSG00000099190	成功
ENSG00000236464	ENSMUSG00000098027	成功
ENSG00000282860	ENSMUSG00000090254	成功
ENSG00000262777	ENSMUSG00000085088	成功
ENSG00000233429	ENSMUSG00000087626	成功
ENSG00000272434	ENSMUSG00000103785	成功
ENSG00000205959	ENSMUSG00000055061	成功
ENSG00000237938	ENSMUSG00000073731	成功
ENSG00000225785	ENSMUSG00000085350	成功
ENSG00000272871	ENSMUSG00000084851	成功
ENSG00000264932	ENSMUSG00000086310	成功
ENSG00000273812	ENSMUSG00000084843	成功
ENSG00000251260	ENSMUSG00000104966	成功
ENSG00000271958	ENSMUSG00000105402	成功
ENSG00000262873	ENSMUSG00000043993	成功
ENSG00000270696	ENSMUSG00000107419	成功
ENSG00000246422	ENSMUSG00000104225	成功
ENSG00000269916	ENSMUSG00000090638	成功
ENSG00000280650	ENSMUSG00000104655	成功
ENSG00000258647	ENSMUSG00000108311	成功
ENSG00000233985	ENSMUSG00000096984	成功
ENSG00000270605	ENSMUSG00000099937	成功
ENSG00000254878	ENSMUSG00000030664	成功
ENSG00000225387	ENSMUSG00000085928	成功
ENSG00000228027	ENSMUSG00000086109	成功
ENSG00000276688	ENSMUSG00000027345	成功
ENSG00000256311	ENSMUSG00000086122	成功
ENSG00000272288	ENSMUSG00000086485	成功
ENSG00000280650	ENSMUSG00000104661	成功
ENSG00000258038	ENSMUSG00000104861	成功
ENSG00000278887	ENSMUSG00000108327	成功
ENSG00000224235	ENSMUSG00000106524	成功
ENSG00000223960	ENSMUSG00000086354	成功
ENSG00000270082	ENSMUSG00000097438	成功
ENSG00000255148	ENSMUSG00000105976	成功
ENSG00000282143	ENSMUSG00000103366	成功
ENSG00000233068	ENSMUSG00000086786	成功
ENSG00000225075	ENSMUSG00000106287	成功
ENSG00000272525	ENSMUSG00000048603	成功
ENSG00000240710	ENSMUSG00000102425	成功
ENSG00000226349	ENSMUSG00000103328	成功
ENSG00000228086	ENSMUSG00000104607	成功
ENSG00000267207	ENSMUSG00000087013	成功
ENSG00000268201	ENSMUSG00000110119	成功
ENSG00000280176	ENSMUSG00000102503	成功
ENSG00000276853	ENSMUSG00000086444	成功
ENSG00000237101	ENSMUSG00000102760	成功
ENSG00000256427	ENSMUSG00000096931	成功
ENSG00000264456	ENSMUSG00000086569	成功
ENSG00000251536	ENSMUSG00000072591	成功
ENSG00000227227	ENSMUSG00000085450	成功
ENSG00000235361	ENSMUSG00000109715	成功
ENSG00000236769	ENSMUSG00000104222	成功
ENSG00000263325	ENSMUSG00000089697	成功
ENSG00000279683	ENSMUSG00000098778	成功
ENSG00000254900	ENSMUSG00000085407	成功
ENSG00000278344	ENSMUSG00000107054	成功
ENSG00000235419	ENSMUSG00000090246	成功
ENSG00000271778	ENSMUSG00000103703	成功
ENSG00000278982	ENSMUSG00000086748	成功
ENSG00000233262	ENSMUSG00000097399	成功
ENSG00000272141	ENSMUSG00000087381	成功
ENSG00000275091	ENSMUSG00000096943	成功
ENSG00000272250	ENSMUSG00000093697	成功
ENSG00000236510	ENSMUSG00000105873	成功
ENSG00000236520	ENSMUSG00000104296	成功
ENSG00000226051	ENSMUSG00000084940	成功
ENSG00000231024	ENSMUSG00000107961	成功
ENSG00000241084	ENSMUSG00000085275	成功
ENSG00000264520	ENSMUSG00000107841	成功
ENSG00000267007	ENSMUSG00000085712	成功
ENSG00000236858	ENSMUSG00000105376	成功
ENSG00000214955	ENSMUSG00000051297	成功
ENSG00000248115	ENSMUSG00000106968	成功
ENSG00000233060	ENSMUSG00000085589	成功
ENSG00000237341	ENSMUSG00000063018	成功
ENSG00000261304	ENSMUSG00000084798	成功
ENSG00000273306	ENSMUSG00000085391	成功
ENSG00000279289	ENSMUSG00000097970	成功
ENSG00000272154	ENSMUSG00000103384	成功
ENSG00000230709	ENSMUSG00000086330	成功
ENSG00000233411	ENSMUSG00000102484	成功
ENSG00000251139	ENSMUSG00000109612	成功
ENSG00000271806	ENSMUSG00000085063	成功
ENSG00000256988	ENSMUSG00000107368	成功
ENSG00000268650	ENSMUSG00000101854	成功
ENSG00000259946	ENSMUSG00000102729	成功
ENSG00000235149	ENSMUSG00000109665	成功
ENSG00000214324	ENSMUSG00000107680	成功
ENSG00000224977	ENSMUSG00000104026	成功
ENSG00000254670	ENSMUSG00000110009	成功
ENSG00000269106	ENSMUSG00000097115	成功
ENSG00000283240	ENSMUSG00000100166	成功
ENSG00000272995	ENSMUSG00000105828	成功
ENSG00000197989	ENSMUSG00000099937	成功
ENSG00000237326	ENSMUSG00000103645	成功
ENSG00000225152	ENSMUSG00000108839	成功
ENSG00000242385	ENSMUSG00000102456	成功
ENSG00000230290	ENSMUSG00000102114	成功
ENSG00000272966	ENSMUSG00000103696	成功
ENSG00000267152	ENSMUSG00000097809	成功
ENSG00000273009	ENSMUSG00000086645	成功
ENSG00000250819	ENSMUSG00000105861	成功
ENSG00000266261	ENSMUSG00000087039	成功
ENSG00000256512	ENSMUSG00000072660	成功
ENSG00000275216	ENSMUSG00000085573	成功
ENSG00000228705	ENSMUSG00000084843	成功
ENSG00000214650	ENSMUSG00000104932	成功
ENSG00000244545	ENSMUSG00000104125	成功
ENSG00000280187	ENSMUSG00000104450	成功
ENSG00000282740	ENSMUSG00000085836	成功
ENSG00000198221	ENSMUSG00000085705	成功
ENSG00000234789	ENSMUSG00000085491	成功
ENSG00000253669	ENSMUSG00000097645	成功
ENSG00000231977	ENSMUSG00000087550	成功
ENSG00000224132	ENSMUSG00000103292	成功
ENSG00000257178	ENSMUSG00000086337	成功
ENSG00000224592	ENSMUSG00000086589	成功
ENSG00000257748	ENSMUSG00000100844	成功
ENSG00000226655	ENSMUSG00000105219	成功
ENSG00000272479	ENSMUSG00000109141	成功
ENSG00000259244	ENSMUSG00000108868	成功
ENSG00000226442	ENSMUSG00000097398	成功
ENSG00000236445	ENSMUSG00000101840	成功
ENSG00000227017	ENSMUSG00000108081	成功
ENSG00000236708	ENSMUSG00000105873	成功
ENSG00000225230	ENSMUSG00000086092	成功
ENSG00000280092	ENSMUSG00000102989	成功
ENSG00000203356	ENSMUSG00000091985	成功
ENSG00000237614	ENSMUSG00000101179	成功
ENSG00000256007	ENSMUSG00000110301	成功
ENSG00000265689	ENSMUSG00000085130	成功
ENSG00000275850	ENSMUSG00000085813	成功
ENSG00000225675	ENSMUSG00000028612	成功
ENSG00000260337	ENSMUSG00000108563	成功
ENSG00000228382	ENSMUSG00000103772	成功
ENSG00000227070	ENSMUSG00000085873	成功
ENSG00000250572	ENSMUSG00000106035	成功
ENSG00000254319	ENSMUSG00000110356	成功
ENSG00000282686	ENSMUSG00000110201	成功
ENSG00000255020	ENSMUSG00000090374	成功
ENSG00000228950	ENSMUSG00000096940	成功
ENSG00000271320	ENSMUSG00000086129	成功
ENSG00000231177	ENSMUSG00000107937	成功
ENSG00000235527	ENSMUSG00000105655	成功
ENSG00000245067	ENSMUSG00000107232	成功
ENSG00000228616	ENSMUSG00000085669	成功
ENSG00000223525	ENSMUSG00000026729	成功
ENSG00000259450	ENSMUSG00000101859	成功
ENSG00000268592	ENSMUSG00000092190	成功
ENSG00000280051	ENSMUSG00000106015	成功
ENSG00000255644	ENSMUSG00000104234	成功
ENSG00000235717	ENSMUSG00000102801	成功
ENSG00000222020	ENSMUSG00000102745	成功
ENSG00000282021	ENSMUSG00000098322	成功
ENSG00000228382	ENSMUSG00000103123	成功
ENSG00000232754	ENSMUSG00000097613	成功
ENSG00000260973	ENSMUSG00000108811	成功
ENSG00000234854	ENSMUSG00000109432	成功
ENSG00000232100	ENSMUSG00000104312	成功
ENSG00000259453	ENSMUSG00000108771	成功
ENSG00000282375	ENSMUSG00000110058	成功
ENSG00000231441	ENSMUSG00000104416	成功
ENSG00000269397	ENSMUSG00000097360	成功
ENSG00000277863	ENSMUSG00000108848	成功
ENSG00000255143	ENSMUSG00000085228	成功
ENSG00000213600	ENSMUSG00000103409	成功
ENSG00000273765	ENSMUSG00000100220	成功
ENSG00000256185	ENSMUSG00000108161	成功
ENSG00000259320	ENSMUSG00000109298	成功
ENSG00000226853	ENSMUSG00000086546	成功
ENSG00000228140	ENSMUSG00000073731	成功
ENSG00000271955	ENSMUSG00000033015	成功
ENSG00000279149	ENSMUSG00000086494	成功
ENSG00000259408	ENSMUSG00000084798	成功
ENSG00000278901	ENSMUSG00000102634	成功
ENSG00000275119	ENSMUSG00000107838	成功
ENSG00000261123	ENSMUSG00000093565	成功
ENSG00000253187	ENSMUSG00000107463	成功
ENSG00000275720	ENSMUSG00000087407	成功
ENSG00000260868	ENSMUSG00000085519	成功
ENSG00000251642	ENSMUSG00000105443	成功
ENSG00000282952	ENSMUSG00000048628	成功
ENSG00000259869	ENSMUSG00000107434	成功
ENSG00000267232	ENSMUSG00000104429	成功
ENSG00000232416	ENSMUSG00000102013	成功
ENSG00000265618	ENSMUSG00000086380	成功
ENSG00000227253	ENSMUSG00000101320	成功
ENSG00000260219	ENSMUSG00000108760	成功
ENSG00000223716	ENSMUSG00000073860	成功
ENSG00000231246	ENSMUSG00000104583	成功
ENSG00000235782	ENSMUSG00000105201	成功
ENSG00000257683	ENSMUSG00000106745	成功
ENSG00000272814	ENSMUSG00000089701	成功
ENSG00000254952	ENSMUSG00000100392	成功
ENSG00000233175	ENSMUSG00000078635	成功
ENSG00000259889	ENSMUSG00000100793	成功
ENSG00000264260	ENSMUSG00000100430	成功
ENSG00000264016	ENSMUSG00000085926	成功
ENSG00000279926	ENSMUSG00000086786	成功
ENSG00000198468	ENSMUSG00000103685	成功
ENSG00000272827	ENSMUSG00000101011	成功
ENSG00000269939	ENSMUSG00000109257	成功
ENSG00000248727	ENSMUSG00000086057	成功
ENSG00000235262	ENSMUSG00000098311	成功
ENSG00000263257	ENSMUSG00000087526	成功
ENSG00000259517	ENSMUSG00000090778	成功
ENSG00000268575	ENSMUSG00000054514	成功
ENSG00000273956	ENSMUSG00000109303	成功
ENSG00000235629	ENSMUSG00000108310	成功
ENSG00000279507	ENSMUSG00000107798	成功
ENSG00000272823	ENSMUSG00000102158	成功
ENSG00000258497	ENSMUSG00000097391	成功
ENSG00000267446	ENSMUSG00000092371	成功
ENSG00000255470	ENSMUSG00000109170	成功
ENSG00000272888	ENSMUSG00000108497	成功
ENSG00000280061	ENSMUSG00000108507	成功
ENSG00000239454	ENSMUSG00000108274	成功
ENSG00000249926	ENSMUSG00000107118	成功
ENSG00000260519	ENSMUSG00000097840	成功
ENSG00000229484	ENSMUSG00000103911	成功
ENSG00000249993	ENSMUSG00000085168	成功
ENSG00000259424	ENSMUSG00000109298	成功
ENSG00000272856	ENSMUSG00000105615	成功
ENSG00000250934	ENSMUSG00000107605	成功
ENSG00000254632	ENSMUSG00000097749	成功
ENSG00000280015	ENSMUSG00000105730	成功
ENSG00000258393	ENSMUSG00000091280	成功
ENSG00000269091	ENSMUSG00000108783	成功
ENSG00000248206	ENSMUSG00000109888	成功
ENSG00000269949	ENSMUSG00000106783	成功
ENSG00000270605	ENSMUSG00000086290	成功
ENSG00000258809	ENSMUSG00000097323	成功
ENSG00000278901	ENSMUSG00000103985	成功
ENSG00000280419	ENSMUSG00000092418	成功
ENSG00000278907	ENSMUSG00000073594	成功
ENSG00000212743	ENSMUSG00000102674	成功
ENSG00000235007	ENSMUSG00000087549	成功
ENSG00000259654	ENSMUSG00000108987	成功
ENSG00000226137	ENSMUSG00000085207	成功
ENSG00000256944	ENSMUSG00000067577	成功
ENSG00000256473	ENSMUSG00000086282	成功
ENSG00000250893	ENSMUSG00000106682	成功
ENSG00000230825	ENSMUSG00000107549	成功
ENSG00000277373	ENSMUSG00000086384	成功
ENSG00000248227	ENSMUSG00000104961	成功
ENSG00000228750	ENSMUSG00000108391	成功
ENSG00000249678	ENSMUSG00000106337	成功
ENSG00000280440	ENSMUSG00000105996	成功
ENSG00000235007	ENSMUSG00000087435	成功
ENSG00000231193	ENSMUSG00000086355	成功
ENSG00000258435	ENSMUSG00000056735	成功
ENSG00000235820	ENSMUSG00000087377	成功
ENSG00000233559	ENSMUSG00000085321	成功
ENSG00000251128	ENSMUSG00000074357	成功
ENSG00000234943	ENSMUSG00000073073	成功
ENSG00000279265	ENSMUSG00000107320	成功
ENSG00000261385	ENSMUSG00000108479	成功
ENSG00000241231	ENSMUSG00000105222	成功
ENSG00000277245	ENSMUSG00000098340	成功
ENSG00000261826	ENSMUSG00000087167	成功
ENSG00000263859	ENSMUSG00000102881	成功
ENSG00000259933	ENSMUSG00000090101	成功
ENSG00000248646	ENSMUSG00000107200	成功
ENSG00000232581	ENSMUSG00000105345	成功
ENSG00000270996	ENSMUSG00000108288	成功
ENSG00000269489	ENSMUSG00000104669	成功
ENSG00000250584	ENSMUSG00000021566	成功
ENSG00000261529	ENSMUSG00000109157	成功
ENSG00000260343	ENSMUSG00000086500	成功
ENSG00000277959	ENSMUSG00000109881	成功
ENSG00000227757	ENSMUSG00000085865	成功
ENSG00000272137	ENSMUSG00000103044	成功
ENSG00000276261	ENSMUSG00000108108	成功
ENSG00000267760	ENSMUSG00000099715	成功
ENSG00000251603	ENSMUSG00000085527	成功
ENSG00000233214	ENSMUSG00000098146	成功
ENSG00000260973	ENSMUSG00000108351	成功
ENSG00000237986	ENSMUSG00000086109	成功
ENSG00000262769	ENSMUSG00000086636	成功
ENSG00000256249	ENSMUSG00000102725	成功
ENSG00000231597	ENSMUSG00000102266	成功
ENSG00000237058	ENSMUSG00000092483	成功
ENSG00000233529	ENSMUSG00000092389	成功
ENSG00000273771	ENSMUSG00000109028	成功
ENSG00000248774	ENSMUSG00000109629	成功
ENSG00000224865	ENSMUSG00000085616	成功
ENSG00000238121	ENSMUSG00000085971	成功
ENSG00000270240	ENSMUSG00000051832	成功
ENSG00000241073	ENSMUSG00000105339	成功
ENSG00000250582	ENSMUSG00000109945	成功
ENSG00000278936	ENSMUSG00000103456	成功
ENSG00000235058	ENSMUSG00000102324	成功
ENSG00000228048	ENSMUSG00000085176	成功
ENSG00000263293	ENSMUSG00000086932	成功
ENSG00000262768	ENSMUSG00000087404	成功
ENSG00000236977	ENSMUSG00000102503	成功
ENSG00000270055	ENSMUSG00000108421	成功
ENSG00000256658	ENSMUSG00000107730	成功
ENSG00000271849	ENSMUSG00000073377	成功
ENSG00000273007	ENSMUSG00000105134	成功
ENSG00000273300	ENSMUSG00000103149	成功
ENSG00000230402	ENSMUSG00000104803	成功
ENSG00000226442	ENSMUSG00000100367	成功
ENSG00000277767	ENSMUSG00000109986	成功
ENSG00000281404	ENSMUSG00000108285	成功
ENSG00000254698	ENSMUSG00000102555	成功
ENSG00000255267	ENSMUSG00000085293	成功
ENSG00000267440	ENSMUSG00000071818	成功
ENSG00000238124	ENSMUSG00000107118	成功
ENSG00000257241	ENSMUSG00000031294	成功
ENSG00000197989	ENSMUSG00000086290	成功
ENSG00000235005	ENSMUSG00000106359	成功
ENSG00000236467	ENSMUSG00000100100	成功
ENSG00000225128	ENSMUSG00000105155	成功
ENSG00000229224	ENSMUSG00000085492	成功
ENSG00000254898	ENSMUSG00000110110	成功
ENSG00000271858	ENSMUSG00000102324	成功
ENSG00000282898	ENSMUSG00000106157	成功
ENSG00000253252	ENSMUSG00000109773	成功
ENSG00000261924	ENSMUSG00000085081	成功
ENSG00000261347	ENSMUSG00000108977	成功
ENSG00000267719	ENSMUSG00000087404	成功
ENSG00000260167	ENSMUSG00000108760	成功
ENSG00000225075	ENSMUSG00000105355	成功
ENSG00000231789	ENSMUSG00000086767	成功
ENSG00000235933	ENSMUSG00000104737	成功
ENSG00000254942	ENSMUSG00000105358	成功
ENSG00000250546	ENSMUSG00000105097	成功
ENSG00000271755	ENSMUSG00000043145	成功
ENSG00000254885	ENSMUSG00000108635	成功
ENSG00000232490	ENSMUSG00000098127	成功
ENSG00000257221	ENSMUSG00000107340	成功
ENSG00000228137	ENSMUSG00000086241	成功
ENSG00000239381	ENSMUSG00000092196	成功
ENSG00000230735	ENSMUSG00000106438	成功
ENSG00000261742	ENSMUSG00000110340	成功
