人类基因	小鼠基因	人类转录本	小鼠转录本	提取状态
ENSG00000234741	ENSMUSG00000103846	ENST00000431268	ENSMUST00000195050	成功
ENSG00000231933	ENSMUSG00000105735	ENST00000453457	ENSMUST00000195895	成功
ENSG00000276772	ENSMUSG00000102143	ENST00000621477	ENSMUST00000195551	成功
ENSG00000267757	ENSMUSG00000086533	ENST00000591087	ENSMUST00000205975	成功
ENSG00000231227	ENSMUSG00000085950	ENST00000421041	ENSMUST00000146404	成功
ENSG00000279537	ENSMUSG00000074918	ENST00000624274	ENSMUST00000149978	成功
ENSG00000261024	ENSMUSG00000102095	ENST00000565520	ENSMUST00000188305	成功
ENSG00000233825	ENSMUSG00000101320	ENST00000412085	ENSMUST00000189675	成功
ENSG00000255599	ENSMUSG00000109844	ENST00000424313	ENSMUST00000209591	成功
ENSG00000240499	ENSMUSG00000106775	ENST00000602012	ENSMUST00000202489	成功
ENSG00000235884	ENSMUSG00000085355	ENST00000547804	ENSMUST00000154673	成功
ENSG00000260163	ENSMUSG00000097413	ENST00000564121	ENSMUST00000181729	成功
ENSG00000255847	ENSMUSG00000102241	ENST00000540886	ENSMUST00000193553	成功
ENSG00000277232	ENSMUSG00000089680	ENST00000623117	ENSMUST00000159271	成功
ENSG00000276232	ENSMUSG00000099587	ENST00000541782	ENSMUST00000187351	成功
ENSG00000281649	ENSMUSG00000103995	ENST00000629870	ENSMUST00000192889	成功
ENSG00000267125	ENSMUSG00000097013	ENST00000592884	ENSMUST00000181265	成功
ENSG00000254129	ENSMUSG00000102764	ENST00000517632	ENSMUST00000191712	成功
ENSG00000233654	ENSMUSG00000100302	ENST00000457407	ENSMUST00000190228	成功
ENSG00000260278	ENSMUSG00000105006	ENST00000564925	ENSMUST00000195892	成功
ENSG00000283517	ENSMUSG00000041674	ENST00000637627	ENSMUST00000142413	成功
ENSG00000233901	ENSMUSG00000087435	ENST00000423122	ENSMUST00000134920	成功
ENSG00000280233	ENSMUSG00000096983	ENST00000623294	ENSMUST00000181900	成功
ENSG00000238063	ENSMUSG00000085875	ENST00000634732	ENSMUST00000153814	成功
ENSG00000278200	ENSMUSG00000075389	ENST00000617888	ENSMUST00000145437	成功
ENSG00000259280	ENSMUSG00000103562	ENST00000558089	ENSMUST00000195368	成功
ENSG00000260919	ENSMUSG00000086624	ENST00000565737	ENSMUST00000153106	成功
ENSG00000256925	ENSMUSG00000085354	ENST00000366099	ENSMUST00000130771	成功
ENSG00000253390	ENSMUSG00000103720	ENST00000521021	ENSMUST00000193352	成功
ENSG00000253829	ENSMUSG00000110148	ENST00000459965	ENSMUST00000210097	成功
ENSG00000280234	ENSMUSG00000108880	ENST00000623883	ENSMUST00000207816	成功
ENSG00000279193	ENSMUSG00000105772	ENST00000624565	ENSMUST00000197976	成功
ENSG00000226140	ENSMUSG00000102900	ENST00000434386	ENSMUST00000192416	成功
ENSG00000237326	ENSMUSG00000097627	ENST00000448379	ENSMUST00000181381	成功
ENSG00000234478	ENSMUSG00000085563	ENST00000440540	ENSMUST00000128545	成功
ENSG00000279726	ENSMUSG00000103456	ENST00000624712	ENSMUST00000192936	成功
ENSG00000253652	ENSMUSG00000097887	ENST00000520758	ENSMUST00000180443	成功
ENSG00000267522	ENSMUSG00000109165	ENST00000587218	ENSMUST00000208578	成功
ENSG00000248015	ENSMUSG00000090860	ENST00000501448	ENSMUST00000166593	成功
ENSG00000250220	ENSMUSG00000106725	ENST00000502790	ENSMUST00000201590	成功
ENSG00000231453	ENSMUSG00000063714	ENST00000420866	ENSMUST00000135297	成功
ENSG00000261402	ENSMUSG00000086512	ENST00000568063	ENSMUST00000146704	成功
ENSG00000269941	ENSMUSG00000087424	ENST00000602481	ENSMUST00000127521	成功
ENSG00000271151	ENSMUSG00000063714	ENST00000605739	ENSMUST00000135297	成功
ENSG00000279484	ENSMUSG00000090322	ENST00000623136	ENSMUST00000171768	成功
ENSG00000227036	ENSMUSG00000085421	ENST00000457958	ENSMUST00000130373	成功
ENSG00000225439	ENSMUSG00000108053	ENST00000533563	ENSMUST00000203437	成功
ENSG00000232043	ENSMUSG00000087684	ENST00000431019	ENSMUST00000143649	成功
ENSG00000277749	ENSMUSG00000091908	ENST00000611006	ENSMUST00000165858	成功
ENSG00000249494	ENSMUSG00000086600	ENST00000504820	ENSMUST00000153361	成功
ENSG00000254453	ENSMUSG00000108950	ENST00000533767	ENSMUST00000208636	成功
ENSG00000270189	ENSMUSG00000087403	ENST00000603385	ENSMUST00000154085	成功
ENSG00000203804	ENSMUSG00000105460	ENST00000617352	ENSMUST00000198013	成功
ENSG00000234864	ENSMUSG00000054488	ENST00000439913	ENSMUST00000162741	成功
ENSG00000225718	ENSMUSG00000103500	ENST00000426356	ENSMUST00000192042	成功
ENSG00000157306	ENSMUSG00000102798	ENST00000553985	ENSMUST00000194113	成功
ENSG00000269825	ENSMUSG00000097781	ENST00000598322	ENSMUST00000180842	成功
ENSG00000225484	ENSMUSG00000104183	ENST00000610681	ENSMUST00000193604	成功
ENSG00000254907	ENSMUSG00000045464	ENST00000526220	ENSMUST00000152313	成功
ENSG00000225518	ENSMUSG00000103649	ENST00000602806	ENSMUST00000192748	成功
ENSG00000245213	ENSMUSG00000110419	ENST00000499322	ENSMUST00000210975	成功
ENSG00000233296	ENSMUSG00000102098	ENST00000445418	ENSMUST00000190206	成功
ENSG00000270066	ENSMUSG00000084863	ENST00000602755	ENSMUST00000148844	成功
ENSG00000227533	ENSMUSG00000085292	ENST00000431759	ENSMUST00000134971	成功
ENSG00000232539	ENSMUSG00000102958	ENST00000453716	ENSMUST00000195507	成功
ENSG00000249383	ENSMUSG00000086003	ENST00000514726	ENSMUST00000125406	成功
ENSG00000224322	ENSMUSG00000087658	ENST00000412413	ENSMUST00000132559	成功
ENSG00000273821	ENSMUSG00000098051	ENST00000615354	ENSMUST00000183124	成功
ENSG00000272927	ENSMUSG00000105590	ENST00000609172	ENSMUST00000196046	成功
ENSG00000205682	ENSMUSG00000087431	ENST00000381217	ENSMUST00000139469	成功
ENSG00000273093	ENSMUSG00000097448	ENST00000608159	ENSMUST00000181274	成功
ENSG00000259168	ENSMUSG00000055048	ENST00000557170	ENSMUST00000186595	成功
ENSG00000254230	ENSMUSG00000097243	ENST00000517384	ENSMUST00000181856	成功
ENSG00000270933	ENSMUSG00000107619	ENST00000602992	ENSMUST00000204226	成功
ENSG00000249641	ENSMUSG00000097003	ENST00000512916	ENSMUST00000181306	成功
ENSG00000262049	ENSMUSG00000084983	ENST00000575312	ENSMUST00000140645	成功
ENSG00000254545	ENSMUSG00000085517	ENST00000527035	ENSMUST00000147555	成功
ENSG00000205791	ENSMUSG00000107728	ENST00000381800	ENSMUST00000204630	成功
ENSG00000267535	ENSMUSG00000056032	ENST00000592919	ENSMUST00000156293	成功
ENSG00000236711	ENSMUSG00000097599	ENST00000437983	ENSMUST00000181057	成功
ENSG00000196096	ENSMUSG00000100354	ENST00000360083	ENSMUST00000185991	成功
ENSG00000254746	ENSMUSG00000075027	ENST00000529127	ENSMUST00000111270	成功
ENSG00000259004	ENSMUSG00000098061	ENST00000557121	ENSMUST00000183191	成功
ENSG00000279833	ENSMUSG00000087543	ENST00000624656	ENSMUST00000128342	成功
ENSG00000157306	ENSMUSG00000093452	ENST00000554403	ENSMUST00000183750	成功
ENSG00000232677	ENSMUSG00000109105	ENST00000590622	ENSMUST00000208490	成功
ENSG00000227256	ENSMUSG00000097757	ENST00000453549	ENSMUST00000181232	成功
ENSG00000272758	ENSMUSG00000086324	ENST00000608346	ENSMUST00000174085	成功
ENSG00000248540	ENSMUSG00000097604	ENST00000514871	ENSMUST00000181289	成功
ENSG00000279791	ENSMUSG00000087589	ENST00000623986	ENSMUST00000149224	成功
ENSG00000230991	ENSMUSG00000097837	ENST00000442706	ENSMUST00000180810	成功
ENSG00000273486	ENSMUSG00000103657	ENST00000609553	ENSMUST00000192389	成功
ENSG00000251635	ENSMUSG00000106205	ENST00000512170	ENSMUST00000198074	成功
ENSG00000234763	ENSMUSG00000097151	ENST00000415575	ENSMUST00000181087	成功
ENSG00000267924	ENSMUSG00000103398	ENST00000599944	ENSMUST00000195630	成功
ENSG00000214773	ENSMUSG00000105230	ENST00000398957	ENSMUST00000196806	成功
ENSG00000237594	ENSMUSG00000046119	ENST00000433071	ENSMUST00000183621	成功
ENSG00000253576	ENSMUSG00000086068	ENST00000522980	ENSMUST00000150273	成功
ENSG00000250501	ENSMUSG00000103313	ENST00000502606	ENSMUST00000195382	成功
ENSG00000241288	ENSMUSG00000090214	ENST00000617582	ENSMUST00000162677	成功
ENSG00000278990	ENSMUSG00000085641	ENST00000624703	ENSMUST00000130564	成功
ENSG00000277449	ENSMUSG00000087684	ENST00000613921	ENSMUST00000143649	成功
ENSG00000258254	ENSMUSG00000107053	ENST00000547819	ENSMUST00000202665	成功
ENSG00000260034	ENSMUSG00000108752	ENST00000565214	ENSMUST00000205846	成功
ENSG00000279785	ENSMUSG00000107216	ENST00000624570	ENSMUST00000201281	成功
ENSG00000224879	ENSMUSG00000108102	ENST00000415201	ENSMUST00000203832	成功
ENSG00000229989	ENSMUSG00000098243	ENST00000432296	ENSMUST00000182127	成功
ENSG00000245573	ENSMUSG00000063751	ENST00000530313	ENSMUST00000146110	成功
ENSG00000180422	ENSMUSG00000090174	ENST00000321214	ENSMUST00000162198	成功
ENSG00000224310	ENSMUSG00000108718	ENST00000414816	ENSMUST00000206285	成功
ENSG00000230190	ENSMUSG00000107571	ENST00000448131	ENSMUST00000205029	成功
ENSG00000232677	ENSMUSG00000063623	ENST00000438368	ENSMUST00000077142	成功
ENSG00000279726	ENSMUSG00000073594	ENST00000624176	ENSMUST00000097612	成功
ENSG00000260398	ENSMUSG00000097804	ENST00000565862	ENSMUST00000181286	成功
ENSG00000267044	ENSMUSG00000090075	ENST00000591432	ENSMUST00000162649	成功
ENSG00000277440	ENSMUSG00000106967	ENST00000616838	ENSMUST00000202427	成功
ENSG00000275898	ENSMUSG00000106812	ENST00000621942	ENSMUST00000201179	成功
ENSG00000279708	ENSMUSG00000108616	ENST00000624115	ENSMUST00000206829	成功
ENSG00000250988	ENSMUSG00000109194	ENST00000558687	ENSMUST00000207526	成功
ENSG00000280270	ENSMUSG00000109783	ENST00000624716	ENSMUST00000211460	成功
ENSG00000265678	ENSMUSG00000084822	ENST00000579979	ENSMUST00000126642	成功
ENSG00000261467	ENSMUSG00000107335	ENST00000567919	ENSMUST00000202662	成功
ENSG00000266934	ENSMUSG00000085514	ENST00000589244	ENSMUST00000134305	成功
ENSG00000260387	ENSMUSG00000097097	ENST00000566485	ENSMUST00000180796	成功
ENSG00000231718	ENSMUSG00000103728	ENST00000452199	ENSMUST00000191902	成功
ENSG00000271754	ENSMUSG00000097390	ENST00000607571	ENSMUST00000181775	成功
ENSG00000279358	ENSMUSG00000103552	ENST00000625075	ENSMUST00000194358	成功
ENSG00000249125	ENSMUSG00000104935	ENST00000503950	ENSMUST00000197710	成功
ENSG00000260162	ENSMUSG00000074052	ENST00000563521	ENSMUST00000181944	成功
ENSG00000229771	ENSMUSG00000078956	ENST00000428495	ENSMUST00000209603	成功
ENSG00000262115	ENSMUSG00000085636	ENST00000571085	ENSMUST00000140273	成功
ENSG00000228838	ENSMUSG00000073779	ENST00000421637	ENSMUST00000097930	成功
ENSG00000277013	ENSMUSG00000108447	ENST00000610908	ENSMUST00000205645	成功
ENSG00000251170	ENSMUSG00000097031	ENST00000514327	ENSMUST00000180764	成功
ENSG00000262831	ENSMUSG00000053613	ENST00000576784	ENSMUST00000151998	成功
ENSG00000246695	ENSMUSG00000085658	ENST00000500276	ENSMUST00000144757	成功
ENSG00000267007	ENSMUSG00000097013	ENST00000586259	ENSMUST00000181265	成功
ENSG00000236753	ENSMUSG00000103220	ENST00000429067	ENSMUST00000195025	成功
ENSG00000269814	ENSMUSG00000110197	ENST00000598924	ENSMUST00000211394	成功
ENSG00000230452	ENSMUSG00000097429	ENST00000431650	ENSMUST00000180719	成功
ENSG00000248319	ENSMUSG00000109992	ENST00000508313	ENSMUST00000211162	成功
ENSG00000248115	ENSMUSG00000106973	ENST00000508813	ENSMUST00000201934	成功
ENSG00000238273	ENSMUSG00000041878	ENST00000457290	ENSMUST00000039080	成功
ENSG00000274653	ENSMUSG00000108806	ENST00000611264	ENSMUST00000206759	成功
ENSG00000214773	ENSMUSG00000105962	ENST00000398957	ENSMUST00000197902	成功
ENSG00000231927	ENSMUSG00000105453	ENST00000416100	ENSMUST00000198772	成功
ENSG00000250150	ENSMUSG00000110364	ENST00000509096	ENSMUST00000211267	成功
ENSG00000235795	ENSMUSG00000054426	ENST00000414686	ENSMUST00000191182	成功
ENSG00000231749	ENSMUSG00000085629	ENST00000629311	ENSMUST00000149226	成功
ENSG00000237886	ENSMUSG00000087612	ENST00000450304	ENSMUST00000137661	成功
ENSG00000257534	ENSMUSG00000102297	ENST00000551732	ENSMUST00000193457	成功
ENSG00000225075	ENSMUSG00000089998	ENST00000421943	ENSMUST00000160110	成功
ENSG00000238197	ENSMUSG00000085279	ENST00000458479	ENSMUST00000123318	成功
ENSG00000224078	ENSMUSG00000109536	ENST00000546682	ENSMUST00000208498	成功
ENSG00000226791	ENSMUSG00000086064	ENST00000623301	ENSMUST00000137241	成功
ENSG00000250902	ENSMUSG00000109945	ENST00000513542	ENSMUST00000211483	成功
ENSG00000234781	ENSMUSG00000100180	ENST00000430551	ENSMUST00000190148	成功
ENSG00000265263	ENSMUSG00000098292	ENST00000581122	ENSMUST00000175753	成功
ENSG00000224730	ENSMUSG00000086155	ENST00000456337	ENSMUST00000154825	成功
ENSG00000260482	ENSMUSG00000108522	ENST00000566996	ENSMUST00000206841	成功
ENSG00000237181	ENSMUSG00000075585	ENST00000429872	ENSMUST00000100518	成功
ENSG00000225963	ENSMUSG00000090103	ENST00000628587	ENSMUST00000162784	成功
ENSG00000268401	ENSMUSG00000097038	ENST00000595955	ENSMUST00000181954	成功
ENSG00000253979	ENSMUSG00000085564	ENST00000520163	ENSMUST00000154068	成功
ENSG00000234638	ENSMUSG00000099519	ENST00000431827	ENSMUST00000185727	成功
ENSG00000222004	ENSMUSG00000101451	ENST00000409974	ENSMUST00000191326	成功
ENSG00000254287	ENSMUSG00000108820	ENST00000522970	ENSMUST00000209183	成功
ENSG00000245060	ENSMUSG00000086245	ENST00000501937	ENSMUST00000156882	成功
ENSG00000279901	ENSMUSG00000089697	ENST00000623937	ENSMUST00000161395	成功
ENSG00000236830	ENSMUSG00000097768	ENST00000625079	ENSMUST00000180967	成功
ENSG00000260599	ENSMUSG00000092103	ENST00000562262	ENSMUST00000165145	成功
ENSG00000268050	ENSMUSG00000085224	ENST00000599172	ENSMUST00000145389	成功
ENSG00000247498	ENSMUSG00000100876	ENST00000540198	ENSMUST00000189942	成功
ENSG00000261759	ENSMUSG00000109167	ENST00000567236	ENSMUST00000208648	成功
ENSG00000265000	ENSMUSG00000086487	ENST00000584542	ENSMUST00000153672	成功
ENSG00000275445	ENSMUSG00000097343	ENST00000612618	ENSMUST00000180977	成功
ENSG00000260302	ENSMUSG00000046415	ENST00000563722	ENSMUST00000145081	成功
ENSG00000203288	ENSMUSG00000105412	ENST00000533481	ENSMUST00000198380	成功
ENSG00000213994	ENSMUSG00000102894	ENST00000427630	ENSMUST00000193871	成功
ENSG00000233593	ENSMUSG00000106594	ENST00000455680	ENSMUST00000198220	成功
ENSG00000260868	ENSMUSG00000063714	ENST00000563759	ENSMUST00000123087	成功
ENSG00000223806	ENSMUSG00000086899	ENST00000429621	ENSMUST00000136744	成功
ENSG00000249196	ENSMUSG00000105362	ENST00000512133	ENSMUST00000196415	成功
ENSG00000237886	ENSMUSG00000086714	ENST00000429224	ENSMUST00000151521	成功
ENSG00000228528	ENSMUSG00000103106	ENST00000453322	ENSMUST00000191992	成功
ENSG00000258297	ENSMUSG00000103651	ENST00000550837	ENSMUST00000195512	成功
ENSG00000280634	ENSMUSG00000106458	ENST00000627370	ENSMUST00000198853	成功
ENSG00000232453	ENSMUSG00000085377	ENST00000634763	ENSMUST00000156086	成功
ENSG00000279409	ENSMUSG00000074918	ENST00000623564	ENSMUST00000149978	成功
ENSG00000197308	ENSMUSG00000086618	ENST00000438755	ENSMUST00000131297	成功
ENSG00000260580	ENSMUSG00000104236	ENST00000562900	ENSMUST00000194425	成功
ENSG00000232190	ENSMUSG00000097783	ENST00000430050	ENSMUST00000180597	成功
ENSG00000260635	ENSMUSG00000108954	ENST00000566764	ENSMUST00000208157	成功
ENSG00000233360	ENSMUSG00000097085	ENST00000456099	ENSMUST00000181146	成功
ENSG00000254835	ENSMUSG00000087291	ENST00000526089	ENSMUST00000123459	成功
ENSG00000259343	ENSMUSG00000109506	ENST00000559277	ENSMUST00000207119	成功
ENSG00000268120	ENSMUSG00000108955	ENST00000597156	ENSMUST00000207266	成功
ENSG00000260573	ENSMUSG00000110187	ENST00000637635	ENSMUST00000209918	成功
ENSG00000259834	ENSMUSG00000102780	ENST00000566942	ENSMUST00000194058	成功
ENSG00000255794	ENSMUSG00000097348	ENST00000538559	ENSMUST00000183123	成功
ENSG00000225765	ENSMUSG00000101919	ENST00000449772	ENSMUST00000191125	成功
ENSG00000231407	ENSMUSG00000103102	ENST00000446102	ENSMUST00000194356	成功
ENSG00000228956	ENSMUSG00000103378	ENST00000595865	ENSMUST00000193300	成功
ENSG00000254300	ENSMUSG00000103881	ENST00000518732	ENSMUST00000194396	成功
ENSG00000256442	ENSMUSG00000097354	ENST00000546259	ENSMUST00000203780	成功
ENSG00000278202	ENSMUSG00000109140	ENST00000613086	ENSMUST00000208082	成功
ENSG00000259508	ENSMUSG00000097081	ENST00000559675	ENSMUST00000181085	成功
ENSG00000234072	ENSMUSG00000107201	ENST00000447070	ENSMUST00000202893	成功
ENSG00000225822	ENSMUSG00000075265	ENST00000442941	ENSMUST00000141256	成功
ENSG00000238043	ENSMUSG00000101888	ENST00000426616	ENSMUST00000187479	成功
ENSG00000271327	ENSMUSG00000089994	ENST00000605595	ENSMUST00000160182	成功
ENSG00000271752	ENSMUSG00000102306	ENST00000607844	ENSMUST00000195602	成功
ENSG00000275894	ENSMUSG00000085760	ENST00000613646	ENSMUST00000122806	成功
ENSG00000246863	ENSMUSG00000085889	ENST00000558675	ENSMUST00000125654	成功
ENSG00000272918	ENSMUSG00000073147	ENST00000607968	ENSMUST00000191186	成功
ENSG00000277504	ENSMUSG00000103904	ENST00000620306	ENSMUST00000195830	成功
ENSG00000234690	ENSMUSG00000089701	ENST00000441997	ENSMUST00000161043	成功
ENSG00000255857	ENSMUSG00000086352	ENST00000542314	ENSMUST00000139500	成功
ENSG00000236859	ENSMUSG00000107722	ENST00000413904	ENSMUST00000203191	成功
ENSG00000238217	ENSMUSG00000099945	ENST00000439734	ENSMUST00000185283	成功
ENSG00000259278	ENSMUSG00000086221	ENST00000560709	ENSMUST00000149239	成功
ENSG00000271869	ENSMUSG00000097257	ENST00000607315	ENSMUST00000181097	成功
ENSG00000278727	ENSMUSG00000097142	ENST00000613696	ENSMUST00000181443	成功
ENSG00000228392	ENSMUSG00000086904	ENST00000419853	ENSMUST00000156633	成功
ENSG00000260941	ENSMUSG00000105909	ENST00000562811	ENSMUST00000196040	成功
ENSG00000260430	ENSMUSG00000055159	ENST00000568032	ENSMUST00000138180	成功
ENSG00000214146	ENSMUSG00000097621	ENST00000414309	ENSMUST00000181113	成功
ENSG00000267090	ENSMUSG00000109455	ENST00000585411	ENSMUST00000208885	成功
ENSG00000254694	ENSMUSG00000070315	ENST00000532866	ENSMUST00000161136	成功
ENSG00000273366	ENSMUSG00000097301	ENST00000609564	ENSMUST00000181049	成功
ENSG00000231092	ENSMUSG00000097131	ENST00000417481	ENSMUST00000181973	成功
ENSG00000270093	ENSMUSG00000090386	ENST00000602659	ENSMUST00000194553	成功
ENSG00000227517	ENSMUSG00000085985	ENST00000433856	ENSMUST00000144689	成功
ENSG00000234653	ENSMUSG00000107840	ENST00000445178	ENSMUST00000203230	成功
ENSG00000279078	ENSMUSG00000104325	ENST00000623342	ENSMUST00000195742	成功
ENSG00000280371	ENSMUSG00000086930	ENST00000623968	ENSMUST00000143962	成功
ENSG00000248647	ENSMUSG00000098702	ENST00000512647	ENSMUST00000184181	成功
ENSG00000264207	ENSMUSG00000093507	ENST00000577853	ENSMUST00000176143	成功
ENSG00000279159	ENSMUSG00000085512	ENST00000624945	ENSMUST00000127224	成功
ENSG00000234129	ENSMUSG00000087159	ENST00000433747	ENSMUST00000156210	成功
ENSG00000283045	ENSMUSG00000086105	ENST00000634783	ENSMUST00000152172	成功
ENSG00000179066	ENSMUSG00000063623	ENST00000616460	ENSMUST00000207746	成功
ENSG00000228918	ENSMUSG00000100183	ENST00000608183	ENSMUST00000187415	成功
ENSG00000239774	ENSMUSG00000105475	ENST00000472596	ENSMUST00000200253	成功
ENSG00000226806	ENSMUSG00000102179	ENST00000437007	ENSMUST00000195578	成功
ENSG00000246090	ENSMUSG00000089635	ENST00000500358	ENSMUST00000160080	成功
ENSG00000228393	ENSMUSG00000073147	ENST00000450686	ENSMUST00000185943	成功
ENSG00000223414	ENSMUSG00000058159	ENST00000584911	ENSMUST00000169635	成功
ENSG00000224903	ENSMUSG00000105741	ENST00000455709	ENSMUST00000199610	成功
ENSG00000205913	ENSMUSG00000097006	ENST00000571305	ENSMUST00000180547	成功
ENSG00000258099	ENSMUSG00000089729	ENST00000547021	ENSMUST00000162348	成功
ENSG00000268049	ENSMUSG00000109594	ENST00000599952	ENSMUST00000209738	成功
